Group,PAST_DUE_DAYS_ORD_STATUS,PAST_DUE_ORD_STATUS_DAYCOUNT,BRANCH NAME,BILL_NAME,Shipto,Business Unit,Mfr,Customer Part #,MFR Part #,CAT,Order Number, Value , Value-Alloc ,Ordered,Required,Commited,Resale,Qty,Alloc,Balance,Mtl Avl,Bos Avl,UK Avl,Asia Avl,PBO,CBO,POQ,MPQ,SOQ,ViaCode,Tariff Class,OS Name
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0532-879,GCM1555C1H180JA16D,1,167U61927,322.3,322.3,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00293,110000,110000,0.0,0,0,0,7340000,0,3740000,100000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0532-416,GCM1555C1H220GA16D,1,167U62369,307.2,307.2,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00512,60000,60000,0.0,0,0,0,2500000,0,140000,100000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0532-416,GCM1555C1H220GA16D,1,167U62370,307.2,307.2,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00512,60000,60000,0.0,0,0,0,2500000,0,140000,100000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
FLS,> 14 Days,129,VIETNAM,KEY TRONIC VIET NAM COMPANY      ,KS047201,FLS,SML,526-0095-03,SPMWHT541MP5WATMS4,2,10403, -   , 104.50 ,3/16/2022 0:00,4/27/2023 0:00,2/13/2024 0:00,0.0418,0,2500,0.0,0,0,0,0,0,5000,25000,2500,2500,DEWWDAP,LL009,"VO, DUCHIEU (A-2R)          "
FLS,> 14 Days,101,VIETNAM,KEY TRONIC VIET NAM COMPANY      ,KS047201,FLS,SML,526-0095-03,SPMWHT541MP5WATMS4,2,11014, -   , 104.50 ,5/17/2022 0:00,6/15/2023 0:00,3/27/2024 0:00,0.0418,0,2500,0.0,0,0,0,0,0,5000,25000,2500,2500,DEWWDAP,LL009,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,88,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Discrete,SMD,FA100637R2-2,MBRD10150CTTR,1,PO00318665AUTO.,2700,2700,5/11/2022 0:00,3/22/2023 0:00,1/1/2049 0:00,0.108,25000,25000,0.0,0,0,0,0,25000,50000,25000,2500,2500,ASIDFCA9,LL017,"NG, BRYAN (A-01)            "
Analog,<= 14 Days,10,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Analog,DIO,RGIC008400,SA555S-13,1,4510270264,1342.25,1342.25,8/18/2021 0:00,6/8/2023 0:00,9/14/2023 0:00,0.0767,17500,17500,0.0,0,0,0,7500,2500,67500,2500,2500,2500,AMIDFCA97,MM234,"LU, ADELINE (A-01)          "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0599-787,GCM21BR71A106KE22L,1,167U62158,12330.36,12330.36,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.03262,378000,378000,0.0,0,0,0,0,0,7290000,30000,3000,3000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0599-787,GCM21BR71A106KE22L,1,167U62156,8513.82,8513.82,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.03262,261000,261000,0.0,0,0,0,0,0,7290000,30000,3000,3000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0599-787,GCM21BR71A106KE22L,1,167U62157,8415.96,8415.96,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.03262,258000,258000,0.0,0,0,0,0,0,7290000,30000,3000,3000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
E-Mech,> 14 Days,69,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,3100002584 ..," 6,300.00 "," 4,900.00 ",4/5/2023 0:00,4/6/2023 0:00,4/1/2024 0:00,0.35,18000,14000,4000.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,4100011728.," 4,200.00 "," 3,500.00 ",4/5/2023 0:00,4/6/2023 0:00,4/1/2024 0:00,0.35,12000,10000,2000.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,62,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,4100011728........," 4,200.00 "," 4,200.00 ",4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.35,12000,12000,0.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,69,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,4100011728," 12,250.00 "," 12,250.00 ",3/30/2023 0:00,4/1/2023 0:00,3/30/2024 0:00,0.35,35000,35000,0.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,70,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,3100002584 ..," 6,300.00 "," 6,300.00 ",4/5/2023 0:00,4/6/2023 0:00,4/1/2024 0:00,0.35,18000,18000,0.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,70,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,3100002584 ..," 6,300.00 "," 6,300.00 ",4/5/2023 0:00,4/6/2023 0:00,4/1/2024 0:00,0.35,18000,18000,0.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,68,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,3100002584 ..," 6,300.00 "," 6,300.00 ",4/5/2023 0:00,4/6/2023 0:00,4/1/2024 0:00,0.35,18000,18000,0.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,3100002584 ..," 6,300.00 "," 6,300.00 ",4/5/2023 0:00,4/6/2023 0:00,4/1/2024 0:00,0.35,18000,18000,0.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
E-Mech,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100121,ECS-200-18-33Q-DS,1,3100002584 ..," 6,300.00 "," 6,300.00 ",4/5/2023 0:00,4/6/2023 0:00,4/1/2024 0:00,0.35,18000,18000,0.0,0,93000,3000,0,60000,195000,1000,1000,1000,ASSAFCA,LL014,"VU, STEVEN (A-2R)           "
Discrete,> 14 Days,55,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Discrete,LF,IN60000017403,0263005.MXL,1,1500032744, 406.26 , 406.26 ,6/14/2022 0:00,4/24/2023 0:00,6/15/2023 0:00,0.20313,2000,2000,0.0,0,0,0,13250,1000,13000,1000,1000,1000,DEWWDAP45,KK138,"LE, HENRY (A-2R)            "
Discrete,> 14 Days,55,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Discrete,LF,IN60000017403,0263005.MXL,1,1500032800," 1,015.65 "," 1,015.65 ",6/14/2022 0:00,4/24/2023 0:00,6/15/2023 0:00,0.20313,5000,5000,0.0,0,0,0,13250,1000,13000,1000,1000,1000,DEWWDAP45,KK138,"LE, HENRY (A-2R)            "
Passive,> 14 Days,144,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Passive,VSC,IN60000004353,BFC246828334,1,1500033782, 684.00 , 684.00 ,6/29/2022 0:00,6/1/2023 0:00,6/28/2023 0:00,0.171,4000,4000,0.0,0,0,0,15000,0,5000,1000,1000,1000,DEWWDAP45,KK503,"LE, HENRY (A-2R)            "
Passive,> 14 Days,222,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Passive,VSC,IN60000051068,BFC233924474,1,1900001015," 1,129.05 "," 1,129.05 ",4/7/2022 0:00,1/20/2023 0:00,4/6/2023 0:00,0.193,5850,5850,0.0,0,0,0,0,0,5850,450,450,450,DEWWDAP45,KK503,"LE, HENRY (A-2R)            "
Discrete,> 14 Days,18,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759003,Discrete,FSC,46-00150-S,MMBD1503A,1,A712217745,1509.3,1509.3,9/8/2022 0:00,5/9/2023 0:00,1/1/2049 0:00,0.0387,39000,39000,0.0,0,8064000,45000,450000,240000,897000,15000,3000,3000,MRWWCPT35,LL017,"CHIN, JUNGSENG (A-01)       "
Passive,<= 14 Days,14,PENANG,MORRISSEY ASSEMBLY SOLUTION SDN  ,MS033403,Passive,VIK,631E10-001730-01,CR-03JL7---33R,1,6006726,0,13.95,3/27/2023 0:00,6/1/2023 0:00,1/1/2049 0:00,0.00093,0,15000,0.0,0,0,0,15000,15000,45000,5000,5000,5000,AMMYFCA,KK143,"NG, JESS (A-50)             "
Discrete,<= 14 Days,7,MANILA,P.IMES CORPORATION               ,PS695400,Discrete,DLT,CRPD3A043-PDL00003,551-0207F,1,510019638,0,576,10/11/2022 0:00,6/9/2023 0:00,10/12/2023 0:00,0.36,0,1600,0.0,0,8968,32800,8200,2600,14300,1800,100,100,DEWWDAP,LL009,HOUSE MANILA (80)           
Discrete,<= 14 Days,5,BANGKOK,"THAI SIIX CO., LTD.              ",SS150000,Discrete,DIO,1186-00167,MMBZ27VALQ-7-F,2,3000596223,0,2079,11/2/2022 0:00,3/31/2023 0:00,11/14/2023 0:00,0.033,0,63000,0.0,0,0,0,0,828000,996000,21000,3000,3000,DEWWDAP,LL001,"RATCHAROJ, PHANIT (A-77)    "
Discrete,<= 14 Days,5,BANGKOK,"THAI SIIX CO., LTD.              ",SS150000,Discrete,DIO,1186-00167,MMBZ27VALQ-7-F,2,3000596224,0,1881,11/2/2022 0:00,4/7/2023 0:00,11/14/2023 0:00,0.033,0,57000,0.0,0,0,0,0,828000,996000,21000,3000,3000,DEWWDAP,LL001,"RATCHAROJ, PHANIT (A-77)    "
Discrete,> 14 Days,20,BANGKOK,"THAI SIIX CO., LTD.              ",SS150000,Discrete,DIO,1186-00167,MMBZ27VALQ-7-F,2,3000576526,0,396,10/7/2022 0:00,2/17/2023 0:00,2/19/2024 0:00,0.033,0,12000,0.0,0,0,0,0,828000,996000,21000,3000,3000,DEWWDAP,LL001,"RATCHAROJ, PHANIT (A-77)    "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,140101649,ERJ-3LWFR010V,1,4100011913..., 300.00 , 300.00 ,4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.06,5000,5000,0.0,0,0,0,0,510000,555000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,140101649,ERJ-3LWFR010V,1,4100011913..., 300.00 , 300.00 ,4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.06,5000,5000,0.0,0,0,0,0,510000,555000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,63,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,140101649,ERJ-3LWFR010V,1,4100011913..., 300.00 , 300.00 ,4/13/2023 0:00,4/14/2023 0:00,4/11/2024 0:00,0.06,5000,5000,0.0,0,0,0,0,510000,555000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,66,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,140101649,ERJ-3LWFR010V,1,4100011338.," 1,800.00 "," 1,800.00 ",4/12/2023 0:00,4/13/2023 0:00,4/11/2024 0:00,0.06,30000,30000,0.0,0,0,0,0,510000,555000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,12,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,PA3,140101649,ERJ-3LWFR010V,1,4100011913......, 900.00 , 300.00 ,4/16/2023 0:00,6/1/2023 0:00,4/16/2024 0:00,0.06,15000,5000,10000.0,0,0,0,0,510000,555000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,SMP,0535-575,CL05B102KB5VPNC,1,167U61938,604.8,604.8,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00216,280000,280000,0.0,0,0,0,510000,0,3140000,10000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,SMP,0535-617,CL05C180JB51PNC,1,167U61951,1749.6,1749.6,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00324,540000,540000,0.0,0,0,0,0,0,12980000,10000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,SMP,0535-617,CL05C180JB51PNC,1,167U61950,648,648,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00324,200000,200000,0.0,0,0,0,0,0,12980000,10000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Analog,> 14 Days,333,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,NXP,10021673,TEA19161T/2Y,1,VPP22000462," 1,787.50 "," 1,787.50 ",1/19/2022 0:00,9/23/2022 0:00,1/1/2049 0:00,0.715,2500,2500,0.0,0,0,0,0,5000,17500,2500,2500,2500,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,<= 14 Days,6,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,NXP,RM20000019431,TEA19161T/2Y,1,1500032801," 1,787.50 "," 1,787.50 ",6/14/2022 0:00,6/12/2023 0:00,6/15/2023 0:00,0.715,2500,2500,0.0,0,0,0,0,5000,17500,2500,2500,2500,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,32,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,NXP,RM20000019431,TEA19161T/2Y,1,1500030960," 1,787.50 "," 1,787.50 ",5/19/2022 0:00,5/17/2023 0:00,5/25/2023 0:00,0.715,2500,2500,0.0,0,0,0,0,5000,17500,2500,2500,2500,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,20,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,NXP,RM20000019431,TEA19161T/2Y,1,1500031464," 1,787.50 "," 1,787.50 ",6/1/2022 0:00,5/29/2023 0:00,5/30/2023 0:00,0.715,2500,2500,0.0,0,0,0,0,5000,17500,2500,2500,2500,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,20,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,NXP,RM20000019431,TEA19161T/2Y,1,1500031464," 1,787.50 "," 1,787.50 ",6/1/2022 0:00,5/29/2023 0:00,5/30/2023 0:00,0.715,2500,2500,0.0,0,0,0,0,5000,17500,2500,2500,2500,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
E-Mech,<= 14 Days,6,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,ECS,IN60000047371,ECS-8FMX-400-TR,1,1500032744," 2,352.00 "," 2,352.00 ",6/14/2022 0:00,6/12/2023 0:00,6/15/2023 0:00,2.352,1000,1000,0.0,0,0,0,0,0,3000,1000,1000,1000,DEWWDAP45,NN054,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,189,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,ECS,10026710,ECS-8FMX-400-TR,1,VPP22000870," 2,352.00 "," 2,352.00 ",2/22/2022 0:00,12/9/2022 0:00,1/1/2049 0:00,2.352,1000,1000,0.0,0,0,0,0,0,3000,1000,1000,1000,DEWWDAP45,NN054,"LE, HENRY (A-2R)            "
E-Mech,> 14 Days,221,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,E-Mech,ECS,10026710,ECS-8FMX-400-TR,1,VPP21005436.," 2,352.00 "," 2,352.00 ",12/21/2021 0:00,11/9/2022 0:00,1/1/2047 0:00,2.352,1000,1000,0.0,0,0,0,0,0,3000,1000,1000,1000,DEWWDAP45,NN054,"LE, HENRY (A-2R)            "
Passive,> 14 Days,294,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044424,Passive,PA3,RP-3884711-R,EEE-1CA471P,1,4600968563,589.95,589.95,9/14/2022 0:00,4/24/2023 0:00,9/20/2023 0:00,0.1311,4500,4500,0.0,0,0,0,8000,18500,93500,3000,500,500,AMGEFOB24,KK588,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,55,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044424,Passive,PA3,RP-3884711-R,EEE-1CA471P,1,4600968563,655.5,655.5,9/14/2022 0:00,4/24/2023 0:00,9/20/2023 0:00,0.1311,5000,5000,0.0,0,0,0,8000,18500,93500,3000,500,500,AMGEFOB24,KK588,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,55,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044424,Passive,PA3,RP-3884711-R,EEE-1CA471P,1,4600968563,1507.65,1507.65,9/14/2022 0:00,4/24/2023 0:00,9/20/2023 0:00,0.1311,11500,11500,0.0,0,0,0,8000,18500,93500,3000,500,500,AMGEFOB24,KK588,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,119,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044424,Passive,PA3,RP-3884711-R,EEE-1CA471P,1,4601044415,852.15,852.15,9/15/2022 0:00,4/24/2023 0:00,9/20/2023 0:00,0.1311,6500,6500,0.0,0,0,0,8000,18500,93500,3000,500,500,AMGEFOB24,KK588,"TEO, HAZEL (A-01)           "
Passive,<= 14 Days,11,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044424,Passive,PA3,RP-3884711-R,EEE-1CA471P,1,4601086552,2556.45,2556.45,9/15/2022 0:00,6/7/2023 0:00,9/20/2023 0:00,0.1311,19500,19500,0.0,0,0,0,8000,18500,93500,3000,500,500,AMGEFOB24,KK588,"TEO, HAZEL (A-01)           "
E-Mech,<= 14 Days,3,MANILA,SURFACE TECHNOLOGY INTERNATIONAL ,FS693802,E-Mech,CUI,68091-R1000679,PQME3-D24-S12-M,1,6100012484,1892.8,1892.8,9/12/2022 0:00,5/26/2023 0:00,1/1/2049 0:00,9.1,208,208,0.0,0,0,0,0,364,572,52,26,26,DEWWEXW1,KK139,"MEDINA, MYLEEN (A-80)       "
Passive,> 14 Days,279,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,Passive,PA3,10028275,ERJ-3RQF8R2V,1,VPP21004449., 97.65 , 97.65 ,11/2/2021 0:00,8/22/2022 0:00,1/1/2047 0:00,0.01953,5000,5000,0.0,0,0,0,0,0,15000,5000,5000,5000,DEWWDAP45,KK143,"LE, HENRY (A-2R)            "
Passive,> 14 Days,263,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,Passive,PA3,10028275,ERJ-3RQF8R2V,1,VPP21004302., 97.65 , 97.65 ,11/2/2021 0:00,8/22/2022 0:00,1/1/2047 0:00,0.01953,5000,5000,0.0,0,0,0,0,0,15000,5000,5000,5000,DEWWDAP45,KK143,"LE, HENRY (A-2R)            "
Passive,> 14 Days,139,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,Passive,PA3,IN60000044538,ERJ-3RQF8R2V,1,1500029763, 97.65 , 97.65 ,5/5/2022 0:00,1/30/2023 0:00,5/5/2023 0:00,0.01953,5000,5000,0.0,0,0,0,0,0,15000,5000,5000,5000,DEWWDAP45,KK143,"LE, HENRY (A-2R)            "
Interconnect,<= 14 Days,10,VIETNAM,"MEGGITT (VIETNAM) CO.,LTD        ",AS013300,Interconnect,TYC,TFE4619982043,323030,3,52295, -   , 595.20 ,4/17/2022 0:00,5/5/2023 0:00,7/8/2023 0:00,0.2976,0,2000,0.0,0,949,1850,0,3000,6000,1000,1000,1000,TEWWEXW5,KK155,FAI ASEAN HOUSE (FAIASEAN)  
Discrete,<= 14 Days,4,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956917,Discrete,IFA,HB100402R2,AUIRF5210STRL,1,PO00300251AUTO,37000,37000,9/13/2021 0:00,6/14/2023 0:00,4/17/2024 0:00,1.85,20000,20000,0.0,0,0,0,4800,176800,325600,800,800,800,ASIDFCA9,LL026,"NG, BRYAN (A-01)            "
Discrete,> 14 Days,45,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956917,Discrete,IFA,HB100402R2,AUIRF5210STRL,1,PO00294365CASC,35520,35520,7/13/2021 0:00,5/4/2023 0:00,3/27/2024 0:00,1.85,19200,19200,0.0,0,0,0,4800,176800,325600,800,800,800,ASIDFCA9,LL026,"NG, BRYAN (A-01)            "
Discrete,<= 14 Days,4,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956917,Discrete,IFA,HB100402R2,AUIRF5210STRL,1,PO00302525AUTO,10360,10360,10/11/2021 0:00,6/14/2023 0:00,1/1/2049 0:00,1.85,5600,5600,0.0,0,0,0,4800,176800,325600,800,800,800,ASIDFCA9,LL026,"NG, BRYAN (A-01)            "
Discrete,<= 14 Days,4,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956917,Discrete,IFA,HB100402R2,AUIRF5210STRL,1,PO00305428AUTO,11840,11840,11/18/2021 0:00,6/14/2023 0:00,1/1/2047 0:00,1.85,6400,6400,0.0,0,0,0,4800,176800,325600,800,800,800,ASIDFCA9,LL026,"NG, BRYAN (A-01)            "
Passive,> 14 Days,213,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Passive,STK,IN60000000050,RNCP0603FTD10K0,1,1500029261, 24.25 , 24.25 ,4/21/2022 0:00,11/17/2022 0:00,4/26/2023 0:00,0.00485,5000,5000,0.0,0,0,0,0,0,15000,5000,5000,5000,DEWWDAP45,KK143,"LE, HENRY (A-2R)            "
Analog,> 14 Days,89,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759005,Analog,ON,53-00488-S,MT9V022IA7ATM-DP,1,A712219461,74516,74516,10/27/2022 0:00,5/31/2023 0:00,1/1/2049 0:00,14.33,5200,5200,0.0,0,0,0,0,18200,33800,2600,2600,2600,MRWWCPT35,LL062,"CHIN, JUNGSENG (A-01)       "
Analog,> 14 Days,38,SINGAPORE,ASMPT SINGAPORE PTE. LTD.        ,AS759005,Analog,ON,53-00488-S,MT9V022IA7ATM-DP,1,A712219461,111774,111774,10/27/2022 0:00,4/14/2023 0:00,1/1/2049 0:00,14.33,7800,7800,0.0,0,0,0,0,18200,33800,2600,2600,2600,MRWWCPT35,LL062,"CHIN, JUNGSENG (A-01)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0575-746,GCM0335C1E680JA16D,1,167U62030,202.8,202.8,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00338,60000,60000,0.0,0,0,0,0,0,3795000,75000,15000,15000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0575-746,GCM0335C1E680JA16D,1,167U62031,202.8,202.8,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00338,60000,60000,0.0,0,0,0,0,0,3795000,75000,15000,15000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0575-746,GCM0335C1E680JA16D,1,167U62032,354.9,354.9,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00338,105000,105000,0.0,0,0,0,0,0,3795000,75000,15000,15000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,> 14 Days,126,VIETNAM,UNIGEN CORPORATION               ,US003700,Passive,UCC,PUR-13-0128-00,APXG160ARA331MH70G,1,10221660, -   ," 5,330.00 ",3/7/2022 0:00,10/24/2022 0:00,1/1/2049 0:00,0.13,0,41000,0.0,0,207000,2000,0,57000,146000,24000,1000,1000,DEWWDAP,KK588,"HA, JIM (A-2R)              "
Passive,> 14 Days,126,VIETNAM,UNIGEN CORPORATION               ,US003700,Passive,UCC,PUR-13-0128-00,APXG160ARA331MH70G,1,10222006, -   ," 3,120.00 ",3/17/2022 0:00,10/24/2022 0:00,3/21/2023 0:00,0.13,0,24000,0.0,0,207000,2000,0,57000,146000,24000,1000,1000,DEWWDAP,KK588,"HA, JIM (A-2R)              "
Passive,> 14 Days,126,VIETNAM,UNIGEN CORPORATION               ,US003700,Passive,UCC,PUR-13-0128-00,APXG160ARA331MH70G,1,10222190, -   ," 3,120.00 ",3/16/2022 0:00,11/28/2022 0:00,1/1/2049 0:00,0.13,0,24000,0.0,0,207000,2000,0,57000,146000,24000,1000,1000,DEWWDAP,KK588,"HA, JIM (A-2R)              "
E-Mech,> 14 Days,33,SINGAPORE,PCI PRIVATE LIMITED              ,PS064800,E-Mech,ABR,PBYY000300,ABM10AIG-12.000MHZ-4Z-T3,1,4510307207,1200,1200,10/14/2022 0:00,6/15/2023 0:00,7/31/2023 0:00,0.4,3000,3000,0.0,0,0,0,3000,12000,21000,3000,3000,3000,AMIDFCA97,LL014,"LU, ADELINE (A-01)          "
E-Mech,> 14 Days,24,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,E-Mech,ECS,136100141,ECS-.327-9-34QCS-TR,1,4100011913......," 3,000.00 "," 1,500.00 ",4/16/2023 0:00,4/17/2023 0:00,4/16/2024 0:00,0.5,6000,3000,3000.0,0,3000,0,0,102000,150000,3000,3000,3000,ASSAFCA,LL011,"VU, STEVEN (A-2R)           "
